id,name_cp,name_ads,area_ha,has_bldg
ky_kehtiv.38601:004:0169,Saare maakond,,12.987399334992094,False
ky_kehtiv.38601:004:0205,Saare maakond,,14.531349599998189,False
ky_kehtiv.38601:004:0027,Saare maakond,,18.533164255002706,False
ky_kehtiv.38601:004:0059,Saare maakond,,14.367402884966804,False
ky_kehtiv.38601:004:0025,Saare maakond,,7.51228841500546,False
ky_kehtiv.38601:004:0072,Saare maakond,,20.125051680015847,False
ky_kehtiv.38601:004:0023,Saare maakond,,7.556582690004821,False
ky_kehtiv.38601:004:0311,Saare maakond,,0.5295155049962557,False
ky_kehtiv.38601:004:0308,Saare maakond,,0.7576562449989613,False
ky_kehtiv.38601:004:0605,Saare maakond,,1.9996595700005535,False
ky_kehtiv.38601:001:0532,Saare maakond,,0.24766009499938021,False
ky_kehtiv.38601:001:0518,Saare maakond,,0.11286002499596808,False
ky_kehtiv.38601:004:0410,Saare maakond,,2.8340170949955477,False
ky_kehtiv.38601:004:0392,Saare maakond,,8.972518314997485,False
ky_kehtiv.38601:004:0420,Saare maakond,,1.3953278399966262,False
ky_kehtiv.38601:004:0441,Saare maakond,,2.2974645200067783,True
ky_kehtiv.38601:004:0465,Saare maakond,,1.187304240001534,True
ky_kehtiv.38601:004:0361,Saare maakond,,1.64053375499519,False
ky_kehtiv.38601:004:0584,Saare maakond,,0.04517315999960122,False
ky_kehtiv.38601:004:0587,Saare maakond,,0.7350203450025725,False
ky_kehtiv.38601:004:0585,Saare maakond,,0.5960133799964941,False
ky_kehtiv.38601:004:0417,Saare maakond,,1.4007000350032093,True
ky_kehtiv.38601:004:0423,Saare maakond,,0.735485700002464,True
ky_kehtiv.38601:004:0466,Saare maakond,,0.7850998000008478,True
ky_kehtiv.38601:001:0522,Saare maakond,,0.8747910250032828,False
ky_kehtiv.71401:001:1228,Saare maakond,,4.516523340002001,False
ky_kehtiv.38601:004:0326,Saare maakond,,0.7000017899988815,True
ky_kehtiv.71401:001:2413,Saare maakond,,11.817325510018854,False
ky_kehtiv.38601:004:0296,Saare maakond,,0.7973187050032304,False
ky_kehtiv.38601:004:0393,Saare maakond,,13.118940620021123,False
ky_kehtiv.38601:004:0360,Saare maakond,,5.942308049989142,True
ky_kehtiv.38601:001:0529,Saare maakond,,0.2175382100006668,True
ky_kehtiv.71401:001:1720,Saare maakond,,0.02442274500011222,False
ky_kehtiv.38601:004:0512,Saare maakond,,0.9997413899972999,False
ky_kehtiv.38601:004:0513,Saare maakond,,1.5230081049977249,False
ky_kehtiv.38601:004:0427,Saare maakond,,5.88216669000761,False
ky_kehtiv.38601:004:0131,Saare maakond,,35.54287240999499,False
ky_kehtiv.38601:004:0054,Saare maakond,,10.470126949996898,False
ky_kehtiv.38601:004:0294,Saare maakond,,32.59751014499864,False
ky_kehtiv.71401:001:1225,Saare maakond,,4.548197110010237,False
ky_kehtiv.71401:001:1227,Saare maakond,,4.513468774997875,False
ky_kehtiv.71401:001:1226,Saare maakond,,5.113620839990094,False
ky_kehtiv.71401:001:1037,Saare maakond,,25.207674989993524,True
ky_kehtiv.38601:004:0459,Saare maakond,,1.2678516000123359,False
ky_kehtiv.38601:004:0342,Saare maakond,,14.274956079992155,False
ky_kehtiv.38601:004:0020,Saare maakond,,16.048548475005454,False
ky_kehtiv.71401:001:3421,Saare maakond,,1.9389294500054155,True
ky_kehtiv.38601:004:0336,Saare maakond,,1.0101320100024738,True
ky_kehtiv.38601:004:0394,Saare maakond,,18.88795513499792,False
ky_kehtiv.38601:004:0309,Saare maakond,,16.1900812600002,True
ky_kehtiv.38601:004:0469,Saare maakond,,1.944369790004805,True
ky_kehtiv.71401:001:1077,Saare maakond,,3.0840394699981357,False
ky_kehtiv.38601:004:0299,Saare maakond,,3.0870812049988867,True
ky_kehtiv.38601:001:0620,Saare maakond,,15.463996069994248,False
ky_kehtiv.38601:004:0191,Saare maakond,,2.37992744500274,False
ky_kehtiv.38601:004:0229,Saare maakond,,8.504379474987369,False
ky_kehtiv.38601:004:0217,Saare maakond,,0.6645092649982672,False
ky_kehtiv.38601:004:0310,Saare maakond,,0.914491919999602,False
ky_kehtiv.38601:001:0531,Saare maakond,,0.390393174999542,False
ky_kehtiv.71401:001:1076,Saare maakond,,2.2191919650026466,False
ky_kehtiv.71401:001:1078,Saare maakond,,2.99462226999829,False
ky_kehtiv.71401:001:1224,Saare maakond,,6.380814815004792,False
ky_kehtiv.71401:001:0722,Saare maakond,,8.026087895004657,False
ky_kehtiv.38601:004:0138,Saare maakond,,0.22467825500053845,True
ky_kehtiv.71401:001:2048,Saare maakond,,0.11345404500137993,False
ky_kehtiv.71401:001:1718,Saare maakond,,0.045175715000651366,False
ky_kehtiv.71401:001:1790,Saare maakond,,0.016882025000111805,False
ky_kehtiv.71401:001:1789,Saare maakond,,0.09320017999919532,False
ky_kehtiv.38601:004:0436,Saare maakond,,2.6048241600075315,True
ky_kehtiv.38601:004:0470,Saare maakond,,1.0073408249957714,True
ky_kehtiv.38601:004:0017,Saare maakond,,2.1542348800104087,False
ky_kehtiv.38601:004:0473,Saare maakond,,2.0247216050006025,False
ky_kehtiv.38601:004:0471,Saare maakond,,7.754690174998411,False
ky_kehtiv.38601:004:0583,Saare maakond,,0.9042588750030849,False
ky_kehtiv.38601:004:0582,Saare maakond,,0.972699774996382,False
ky_kehtiv.38601:004:0581,Saare maakond,,0.6104940399977239,True
ky_kehtiv.38601:004:0301,Saare maakond,,0.8782176999997994,False
ky_kehtiv.38601:004:0337,Saare maakond,,2.848938615002595,True
ky_kehtiv.38601:004:0057,Saare maakond,,11.367892305002673,False
ky_kehtiv.38601:004:0029,Saare maakond,,20.31485888500763,False
ky_kehtiv.38601:004:0071,Saare maakond,,0.9655594999972266,False
ky_kehtiv.38601:004:0079,Saare maakond,,10.049579360013071,False
ky_kehtiv.38601:004:0092,Saare maakond,,3.5688470150059612,False
ky_kehtiv.38601:004:0114,Saare maakond,,2.1961329850041413,False
ky_kehtiv.38601:004:0216,Saare maakond,,10.07500767000449,False
ky_kehtiv.38601:004:0298,Saare maakond,,9.390035165002491,False
ky_kehtiv.38601:004:0258,Saare maakond,,49.89952991000721,True
ky_kehtiv.38601:004:0260,Saare maakond,,18.761715084991888,False
ky_kehtiv.38601:001:0706,Saare maakond,,0.9496911049956299,True
ky_kehtiv.38601:004:0606,Saare maakond,,1.998755634991312,False
ky_kehtiv.71401:001:1038,Saare maakond,,1.000652049999548,True
ky_kehtiv.38601:004:0408,Saare maakond,,1.558947670004289,True
ky_kehtiv.38601:004:0514,Saare maakond,,1.262100505000035,False
ky_kehtiv.38601:004:0347,Saare maakond,,0.32337872499930037,True
ky_kehtiv.38601:004:0365,Saare maakond,,6.479313125015162,False
ky_kehtiv.38601:004:0366,Saare maakond,,10.722026059983289,False
ky_kehtiv.38601:004:0362,Saare maakond,,0.4934546850013294,False
ky_kehtiv.38601:004:0499,Saare maakond,,2.9627145649996933,False
ky_kehtiv.38601:004:0505,Saare maakond,,0.9587377650021405,False
ky_kehtiv.38601:004:0631,Saare maakond,,0.2973864349985666,False
ky_kehtiv.38601:004:0630,Saare maakond,,0.29900309500291133,False
ky_kehtiv.38601:001:0538,Saare maakond,,4.665525439989451,False
ky_kehtiv.38601:004:0407,Saare maakond,,0.614715739997777,True
ky_kehtiv.38601:004:0389,Saare maakond,,4.053899470000727,True
ky_kehtiv.38601:004:0395,Saare maakond,,0.10264587000043009,False
ky_kehtiv.38601:004:0422,Saare maakond,,0.027122405000831462,False
ky_kehtiv.38601:004:0424,Saare maakond,,0.37992748500022744,True
ky_kehtiv.38601:001:0540,Saare maakond,,5.447430844977729,False
ky_kehtiv.38601:001:0663,Saare maakond,,2.2668768649933075,False
ky_kehtiv.38601:001:0662,Saare maakond,,6.038255210008197,False
ky_kehtiv.38601:004:0090,Saare maakond,,0.2539167149981728,True
ky_kehtiv.38601:004:0132,Saare maakond,,0.11556916000052174,True
ky_kehtiv.71401:001:0753,Saare maakond,,2.389994365001781,False
ky_kehtiv.71401:001:0755,Saare maakond,,14.45807689998569,False
ky_kehtiv.38601:004:0140,Saare maakond,,0.9805503999985332,False
ky_kehtiv.71401:001:1223,Saare maakond,,4.659334110007131,False
ky_kehtiv.71401:001:1229,Saare maakond,,7.553163970009681,False
ky_kehtiv.38601:004:0509,Saare maakond,,1.6375364649980813,False
ky_kehtiv.38601:004:0507,Saare maakond,,1.6299440549898547,False
ky_kehtiv.38601:004:0506,Saare maakond,,0.19880014500023394,False
ky_kehtiv.38601:004:0511,Saare maakond,,10.74985886999128,False
ky_kehtiv.38601:004:0508,Saare maakond,,1.6408013100068521,False
ky_kehtiv.38601:004:0038,Saare maakond,,9.07665102000045,False
ky_kehtiv.38601:004:0510,Saare maakond,,1.6952818700011885,False
ky_kehtiv.38601:001:0619,Saare maakond,,15.471312434989903,True
ky_kehtiv.71401:001:1721,Saare maakond,,0.10216863500218235,False
ky_kehtiv.38601:004:0627,Saare maakond,,1.7980044649966713,True
ky_kehtiv.38601:001:0705,Saare maakond,,1.211901030005379,True
ky_kehtiv.38601:004:0170,Saare maakond,,13.537575165001611,False
ky_kehtiv.38601:004:0418,Saare maakond,,1.3005239500004493,True
ky_kehtiv.38601:004:0416,Saare maakond,,1.5224615499999379,False
ky_kehtiv.38601:004:0504,Saare maakond,,1.0995717200016897,False
ky_kehtiv.38601:004:0438,Saare maakond,,4.2468606149987815,False
ky_kehtiv.38601:001:0539,Saare maakond,,6.232307344998897,False
ky_kehtiv.38601:004:0515,Saare maakond,,1.264168830001715,True
ky_kehtiv.38601:004:0409,Saare maakond,,2.4042807349958073,False
ky_kehtiv.38601:004:0604,Saare maakond,,1.2605030949973053,False
ky_kehtiv.38601:004:0439,Saare maakond,,7.795555419985746,False
ky_kehtiv.38601:004:0603,Saare maakond,,37.8593175749968,False
ky_kehtiv.38601:004:0440,Saare maakond,,4.071371800015103,False
ky_kehtiv.38601:004:0437,Saare maakond,,3.720283724997521,False
ky_kehtiv.38601:004:0586,Saare maakond,,0.7102973400009857,False
ky_kehtiv.38601:004:0543,Saare maakond,,5.933199080013059,True
ky_kehtiv.38601:004:0475,Saare maakond,,8.310925035011957,False
ky_kehtiv.38601:004:0588,Saare maakond,,0.9449814249991723,False
ky_kehtiv.38601:004:0628,Saare maakond,,16.587230274976733,False
ky_kehtiv.38601:004:0295,Saare maakond,,5.221579485006865,False
ky_kehtiv.38601:004:0345,Saare maakond,,1.9968600849965137,False
ky_kehtiv.38601:004:0344,Saare maakond,,0.6484695849997415,True
ky_kehtiv.38601:004:0518,Saare maakond,,1.5282590450042322,False
ky_kehtiv.38601:004:0602,Saare maakond,,11.271727025009318,False
ky_kehtiv.38601:004:0302,Saare maakond,,7.395740949986246,False
ky_kehtiv.38601:004:0081,Saare maakond,,10.649185820009718,False
ky_kehtiv.38601:004:0540,Saare maakond,,2.8809273300110094,False
ky_kehtiv.38601:004:0445,Saare maakond,,5.278146290002233,True
ky_kehtiv.38601:004:0599,Saare maakond,,30.83910612499049,False
ky_kehtiv.38601:004:0425,Saare maakond,,0.4798405650009524,False
ky_kehtiv.38601:004:0402,Saare maakond,,30.427078165004716,True
ky_kehtiv.38601:004:0403,Saare maakond,,0.4510539700001955,False
ky_kehtiv.38601:004:0448,Saare maakond,,2.794232635014945,False
ky_kehtiv.38601:004:0443,Saare maakond,,17.388772210006092,True
ky_kehtiv.38601:004:0447,Saare maakond,,2.923668844994533,False
ky_kehtiv.38601:004:0449,Saare maakond,,2.9073819049929126,False
